model,temperature,seed,bleu_representativeness,folder
claude-3.5-haiku,0.2,42,0.1469,recursive-simple
claude-3.5-haiku,0.2,123,0.1812,loops-crafted-1
claude-3.5-haiku,0.2,123,0.0702,termination-crafted
claude-3.5-haiku,0.2,42,0.0931,termination-nla
claude-3.5-haiku,0.2,999,0.1878,termination-restricted-15
claude-3.5-haiku,0.2,999,0.2043,recursive-simple
claude-3.5-haiku,0.2,123,0.0444,recursive-simple
claude-3.5-haiku,0.2,123,0.2708,termination-numeric
claude-3.5-haiku,0.2,42,0.2718,termination-numeric
claude-3.5-haiku,0.2,123,0.106,loops
claude-3.5-haiku,0.2,123,0.2151,termination-restricted-15
claude-3.5-haiku,0.2,42,0.1661,termination-crafted
claude-3.5-haiku,0.2,999,0.2727,termination-crafted-lit
claude-3.5-haiku,0.2,42,0.065,termination-crafted
claude-3.5-haiku,0.2,42,0.0287,termination-restricted-15
claude-3.5-haiku,0.2,999,0.1343,loops
claude-3.5-haiku,0.2,123,0.0902,termination-restricted-15
claude-3.5-haiku,0.2,42,0.0821,loops
claude-3.5-haiku,0.2,42,0.1063,termination-crafted-lit
claude-3.5-haiku,0.2,999,0.1026,termination-restricted-15
claude-3.5-haiku,0.2,42,0.1279,termination-bwb
claude-3.5-haiku,0.2,42,0.0884,termination-restricted-15
claude-3.5-haiku,0.2,999,0.1602,loops-crafted-1
claude-3.5-haiku,0.2,999,0.3018,termination-numeric
claude-3.5-haiku,0.2,999,0.121,termination-crafted
claude-3.5-haiku,0.2,123,0.2802,recursive
claude-3.5-haiku,0.2,999,0.1287,array-fpi
claude-3.5-haiku,0.2,123,0.0913,termination-crafted
claude-3.5-haiku,0.2,999,0.3003,termination-crafted
claude-3.5-haiku,0.2,999,0.0697,termination-crafted
claude-3.5-haiku,0.2,123,0.193,array-fpi
claude-3.5-haiku,0.2,42,0.2337,loops
claude-3.5-haiku,0.2,123,0.189,termination-crafted-lit
claude-3.5-haiku,0.2,42,0.1303,array-fpi
claude-3.5-haiku,0.2,42,0.1838,array-fpi
claude-3.5-haiku,0.2,123,0.191,termination-bwb
claude-3.5-haiku,0.2,123,0.1896,recursive
claude-3.5-haiku,0.2,123,0.0887,loops
claude-3.5-haiku,0.2,42,0.0,loop-invgen
claude-3.5-haiku,0.2,42,0.1742,loop-acceleration
claude-3.5-haiku,0.2,999,0.1942,array-fpi
claude-3.5-haiku,0.2,999,0.1778,recursive
claude-3.5-haiku,0.2,999,0.0,loop-invgen
claude-3.5-haiku,0.2,123,0.0,bitvector
claude-3.5-haiku,0.2,42,0.0,bitvector
claude-3.5-haiku,0.2,42,0.377,termination-crafted
claude-3.5-haiku,0.2,123,0.0,loop-invgen
claude-3.5-haiku,0.2,999,0.4152,termination-crafted
claude-3.5-haiku,0.2,999,0.2175,termination-crafted
claude-3.5-haiku,0.2,42,0.2144,termination-crafted
claude-3.5-haiku,0.2,42,0.1005,termination-crafted-lit
claude-3.5-haiku,0.2,123,0.0634,termination-crafted
claude-3.5-haiku,0.2,123,0.1848,termination-crafted-lit
claude-3.5-haiku,0.2,42,0.0879,termination-crafted
claude-3.5-haiku,0.2,999,0.0924,termination-crafted
claude-3.5-haiku,0.2,123,0.3358,termination-crafted
claude-3.5-haiku,0.2,999,0.0001,bitvector
claude-3.5-haiku,0.2,42,0.2254,array-memsafety
claude-3.5-haiku,0.2,123,0.1423,termination-crafted
claude-3.5-haiku,0.2,123,0.078,loop-acceleration
claude-3.5-haiku,0.2,999,0.1452,loops
claude-3.5-haiku,0.2,999,0.0761,termination-bwb
claude-3.5-haiku,0.2,999,0.0,loop-industry-pattern
claude-3.5-haiku,0.2,42,0.0048,loop-industry-pattern
claude-3.5-haiku,0.2,42,0.175,recursive
claude-3.5-haiku,0.2,42,0.0916,termination-crafted
claude-3.5-haiku,0.2,123,0.2292,array-fpi
claude-3.5-haiku,0.2,123,0.0781,array-memsafety
claude-3.5-haiku,0.2,999,0.1292,array-memsafety
claude-3.5-haiku,0.2,999,0.0785,loops
claude-3.5-haiku,0.2,999,0.082,bitvector
claude-3.5-haiku,0.2,123,0.0307,loops-crafted-1
claude-3.5-haiku,0.2,123,0.0559,termination-nla
claude-3.5-haiku,0.2,123,0.1052,bitvector
claude-3.5-haiku,0.2,123,0.0018,loop-industry-pattern
claude-3.5-haiku,0.2,999,0.1683,termination-nla
claude-3.5-haiku,0.2,123,0.2024,recursive-simple
claude-3.5-haiku,0.2,123,0.0425,termination-crafted
claude-3.5-haiku,0.2,123,0.0606,termination-nla
claude-3.5-haiku,0.2,42,0.1014,loops
claude-3.5-haiku,0.2,999,0.1511,loop-acceleration
claude-3.5-haiku,0.2,42,0.0351,termination-crafted
claude-3.5-haiku,0.2,42,0.272,recursive-simple
claude-3.5-haiku,0.2,999,0.0596,termination-nla
claude-3.5-haiku,0.2,42,0.0116,termination-nla
claude-3.5-haiku,0.2,999,0.143,recursive-simple
claude-3.5-haiku,0.2,999,0.2759,termination-crafted
claude-3.5-haiku,0.2,999,0.1221,termination-restricted-15
claude-3.5-haiku,0.2,999,0.1559,termination-crafted-lit
claude-3.5-haiku,0.2,42,0.0909,termination-restricted-15
claude-3.5-haiku,0.2,999,0.2337,termination-restricted-15
claude-3.5-haiku,0.2,42,0.2761,termination-restricted-15
claude-3.5-haiku,0.2,123,0.2742,termination-bwb
claude-3.5-haiku,0.2,42,0.1432,array-fpi
claude-3.5-haiku,0.2,999,0.163,loop-acceleration
claude-3.5-haiku,0.2,999,0.1933,termination-bwb
claude-3.5-haiku,0.2,999,0.1607,array-fpi
claude-3.5-haiku,0.2,42,0.1966,loop-acceleration
claude-3.5-haiku,0.2,123,0.1338,loop-acceleration
claude-3.5-haiku,0.2,123,0.1137,termination-restricted-15
claude-3.5-haiku,0.2,42,0.1288,termination-restricted-15
claude-3.5-haiku,0.2,42,0.2008,loops-crafted-1
claude-3.5-haiku,0.2,123,0.0379,termination-restricted-15
claude-3.5-haiku,0.2,42,0.0582,bitvector
claude-3.5-haiku,0.2,123,0.2022,loops
claude-3.5-haiku,0.2,123,0.0395,termination-restricted-15
claude-3.5-haiku,0.2,999,0.2883,termination-restricted-15
claude-3.5-haiku,0.2,123,0.1091,loops-crafted-1
claude-3.5-haiku,0.2,999,0.1726,loops-crafted-1
claude-3.5-haiku,0.2,42,0.0799,termination-bwb
claude-3.5-haiku,0.2,123,0.2682,array-fpi
claude-3.5-haiku,0.2,42,0.0863,termination-nla
claude-3.5-haiku,0.5,42,0.1586,recursive-simple
claude-3.5-haiku,0.5,999,0.1786,recursive-simple
claude-3.5-haiku,0.5,123,0.1113,recursive-simple
claude-3.5-haiku,0.5,123,0.2561,recursive-simple
claude-3.5-haiku,0.5,123,0.0925,loop-acceleration
claude-3.5-haiku,0.5,42,0.0014,loops-crafted-1
claude-3.5-haiku,0.5,999,0.1943,recursive-simple
claude-3.5-haiku,0.5,123,0.1257,termination-crafted
claude-3.5-haiku,0.5,123,0.0435,termination-numeric
claude-3.5-haiku,0.5,999,0.0071,loops-crafted-1
claude-3.5-haiku,0.5,123,0.1674,recursive-simple
claude-3.5-haiku,0.5,999,0.08,termination-crafted
claude-3.5-haiku,0.5,999,0.1374,termination-numeric
claude-3.5-haiku,0.5,123,0.0415,termination-nla
claude-3.5-haiku,0.5,42,0.1856,loop-acceleration
claude-3.5-haiku,0.5,999,0.105,termination-nla
claude-3.5-haiku,0.5,999,0.1774,recursive-simple
claude-3.5-haiku,0.5,123,0.1052,termination-crafted-lit
claude-3.5-haiku,0.5,42,0.2051,termination-numeric
claude-3.5-haiku,0.5,42,0.036,termination-nla
claude-3.5-haiku,0.5,42,0.0461,termination-crafted-lit
claude-3.5-haiku,0.5,42,0.2036,termination-crafted
claude-3.5-haiku,0.5,123,0.1003,loops
claude-3.5-haiku,0.5,123,0.0862,termination-crafted-lit
claude-3.5-haiku,0.5,42,0.0566,termination-crafted
claude-3.5-haiku,0.5,42,0.0661,termination-crafted-lit
claude-3.5-haiku,0.5,999,0.2379,loop-acceleration
claude-3.5-haiku,0.5,999,0.109,termination-crafted
claude-3.5-haiku,0.5,999,0.0269,loops
claude-3.5-haiku,0.5,123,0.1086,termination-crafted
claude-3.5-haiku,0.5,42,0.1426,recursive
claude-3.5-haiku,0.5,123,0.1527,loops
claude-3.5-haiku,0.5,123,0.0982,loops-crafted-1
claude-3.5-haiku,0.5,42,0.0472,termination-crafted
claude-3.5-haiku,0.5,42,0.2366,loops
claude-3.5-haiku,0.5,999,0.1915,loops-crafted-1
claude-3.5-haiku,0.5,999,0.0468,recursive
claude-3.5-haiku,0.5,999,0.1513,termination-restricted-15
claude-3.5-haiku,0.5,123,0.167,termination-restricted-15
claude-3.5-haiku,0.5,999,0.1123,termination-crafted
claude-3.5-haiku,0.5,123,0.0771,termination-crafted
claude-3.5-haiku,0.5,123,0.1649,recursive-simple
claude-3.5-haiku,0.5,42,0.067,termination-crafted
claude-3.5-haiku,0.5,42,0.3043,termination-numeric
claude-3.5-haiku,0.5,42,0.1757,recursive-simple
claude-3.5-haiku,0.5,42,0.1571,recursive-simple
claude-3.5-haiku,0.5,999,0.151,recursive-simple
claude-3.5-haiku,0.5,42,0.0598,termination-restricted-15
claude-3.5-haiku,0.5,123,0.2839,recursive
claude-3.5-haiku,0.5,42,0.1581,recursive-simple
claude-3.5-haiku,0.5,123,0.0185,loops-crafted-1
claude-3.5-haiku,0.5,999,0.0604,termination-crafted-lit
claude-3.5-haiku,0.5,42,0.178,loops-crafted-1
claude-3.5-haiku,0.5,999,0.0994,loops
claude-3.5-haiku,0.5,123,0.0602,termination-restricted-15
claude-3.5-haiku,0.5,999,0.416,termination-numeric
claude-3.5-haiku,0.5,42,0.1729,termination-crafted-lit
claude-3.5-haiku,0.5,123,0.1857,termination-numeric
claude-3.5-haiku,0.5,999,0.0629,termination-crafted-lit
claude-3.5-haiku,0.5,999,0.1056,termination-restricted-15
claude-3.5-haiku,0.5,42,0.0833,termination-bwb
claude-3.5-haiku,0.5,42,0.082,loops
claude-3.5-haiku,0.5,123,0.1507,array-fpi
claude-3.5-haiku,0.5,999,0.0776,termination-crafted
claude-3.5-haiku,0.5,42,0.0941,termination-crafted
claude-3.5-haiku,0.5,42,0.1466,loops
claude-3.5-haiku,0.5,123,0.1667,recursive
claude-3.5-haiku,0.5,123,0.0832,termination-bwb
claude-3.5-haiku,0.5,42,0.1871,array-fpi
claude-3.5-haiku,0.5,123,0.153,loops
claude-3.5-haiku,0.5,123,0.1337,termination-crafted
claude-3.5-haiku,0.5,123,0.2001,termination-crafted
claude-3.5-haiku,0.5,999,0.1305,loops
claude-3.5-haiku,0.5,123,0.0,bitvector
claude-3.5-haiku,0.5,42,0.235,array-fpi
claude-3.5-haiku,0.5,999,0.0,bitvector
claude-3.5-haiku,0.5,999,0.2886,array-fpi
claude-3.5-haiku,0.5,999,0.0,loop-invgen
claude-3.5-haiku,0.5,123,0.416,termination-crafted
claude-3.5-haiku,0.5,42,0.3764,termination-crafted
claude-3.5-haiku,0.5,42,0.0434,termination-crafted
claude-3.5-haiku,0.5,42,0.226,recursive
claude-3.5-haiku,0.5,42,0.0985,termination-crafted
claude-3.5-haiku,0.5,999,0.4392,termination-crafted
claude-3.5-haiku,0.5,999,0.0355,termination-crafted
claude-3.5-haiku,0.5,999,0.015,array-fpi
claude-3.5-haiku,0.5,123,0.0639,termination-crafted
claude-3.5-haiku,0.5,999,0.143,termination-crafted
claude-3.5-haiku,0.5,123,0.0,loop-invgen
claude-3.5-haiku,0.5,42,0.0,loop-invgen
claude-3.5-haiku,0.5,42,0.1053,termination-crafted-lit
claude-3.5-haiku,0.5,42,0.13,termination-restricted-15
claude-3.5-haiku,0.5,999,0.1427,loop-acceleration
claude-3.5-haiku,0.5,999,0.0851,termination-crafted-lit
claude-3.5-haiku,0.5,123,0.0939,termination-crafted-lit
claude-3.5-haiku,0.5,123,0.3622,array-memsafety
claude-3.5-haiku,0.5,42,0.1707,array-memsafety
claude-3.5-haiku,0.5,123,0.1241,termination-crafted
claude-3.5-haiku,0.5,999,0.0,loop-industry-pattern
claude-3.5-haiku,0.5,999,0.1836,array-memsafety
claude-3.5-haiku,0.5,123,0.0047,loop-industry-pattern
claude-3.5-haiku,0.5,42,0.0377,bitvector
claude-3.5-haiku,0.5,42,0.0001,loop-industry-pattern
claude-3.5-haiku,0.5,999,0.0418,termination-crafted
claude-3.5-haiku,0.5,999,0.0869,bitvector
claude-3.5-haiku,0.5,123,0.059,bitvector
claude-3.5-haiku,0.5,999,0.1522,termination-crafted
claude-3.5-haiku,0.5,123,0.2108,array-fpi
claude-3.5-haiku,0.5,42,0.0,bitvector
claude-3.5-haiku,0.5,123,0.0896,loops
claude-3.5-haiku,0.5,42,0.2091,recursive-simple
claude-3.5-haiku,0.5,999,0.0358,termination-bwb
claude-3.5-haiku,0.5,999,0.1961,recursive
claude-3.5-haiku,0.5,123,0.204,recursive-simple
claude-3.5-haiku,0.5,42,0.2066,loops
claude-3.5-haiku,0.5,42,0.0578,termination-nla
claude-3.5-haiku,0.5,42,0.176,termination-nla
claude-3.5-haiku,0.5,123,0.1966,loop-acceleration
claude-3.5-haiku,0.5,42,0.1219,termination-crafted
claude-3.5-haiku,0.5,999,0.2394,recursive-simple
claude-3.5-haiku,0.5,123,0.0587,termination-nla
claude-3.5-haiku,0.5,999,0.0698,termination-nla
claude-3.5-haiku,0.5,123,0.211,array-fpi
claude-3.5-haiku,0.5,999,0.1072,termination-restricted-15
claude-3.5-haiku,0.5,999,0.2654,loops
claude-3.5-haiku,0.5,123,0.0828,termination-restricted-15
claude-3.5-haiku,0.5,123,0.0961,termination-restricted-15
claude-3.5-haiku,0.5,999,0.3868,termination-restricted-15
claude-3.5-haiku,0.5,999,0.0878,termination-restricted-15
claude-3.5-haiku,0.5,123,0.0548,termination-crafted
claude-3.5-haiku,0.5,999,0.2346,termination-bwb
claude-3.5-haiku,0.5,42,0.0929,termination-bwb
claude-3.5-haiku,0.5,42,0.1918,loops-crafted-1
claude-3.5-haiku,0.5,42,0.245,loop-acceleration
claude-3.5-haiku,0.5,123,0.1941,termination-bwb
claude-3.5-haiku,0.5,999,0.1997,termination-nla
claude-3.5-haiku,0.5,42,0.0428,termination-restricted-15
claude-3.5-haiku,0.5,999,0.2348,array-fpi
claude-3.5-haiku,0.5,123,0.1683,termination-restricted-15
claude-3.5-haiku,0.5,999,0.1061,loops-crafted-1
claude-3.5-haiku,0.5,42,0.203,loop-acceleration
claude-3.5-haiku,0.5,123,0.0736,termination-crafted-lit
claude-3.5-haiku,0.5,123,0.3903,loops-crafted-1
claude-3.5-haiku,0.5,123,0.0575,termination-nla
claude-3.5-haiku,0.5,42,0.158,array-fpi
claude-3.5-haiku,0.5,999,0.1774,loop-acceleration
claude-3.5-haiku,0.5,42,0.1957,termination-restricted-15
claude-3.5-haiku,0.5,123,0.1253,loop-acceleration
claude-3.5-haiku,0.5,999,0.104,termination-crafted-lit
claude-3.5-haiku,0.5,42,0.112,termination-restricted-15
claude-3.5-haiku,0.8,42,0.247,recursive-simple
claude-3.5-haiku,0.8,123,0.0366,termination-numeric
claude-3.5-haiku,0.8,999,0.1545,recursive-simple
claude-3.5-haiku,0.8,42,0.1482,termination-numeric
claude-3.5-haiku,0.8,123,0.2518,recursive-simple
claude-3.5-haiku,0.8,999,0.216,termination-numeric
claude-3.5-haiku,0.8,123,0.2493,recursive-simple
claude-3.5-haiku,0.8,999,0.0287,termination-nla
claude-3.5-haiku,0.8,999,0.0158,loops-crafted-1
claude-3.5-haiku,0.8,123,0.2188,loop-acceleration
claude-3.5-haiku,0.8,999,0.23,loop-acceleration
claude-3.5-haiku,0.8,123,0.2141,recursive-simple
claude-3.5-haiku,0.8,42,0.0844,recursive-simple
claude-3.5-haiku,0.8,123,0.0026,loops-crafted-1
claude-3.5-haiku,0.8,123,0.0153,termination-nla
claude-3.5-haiku,0.8,999,0.031,loops
claude-3.5-haiku,0.8,123,0.0818,termination-crafted
claude-3.5-haiku,0.8,42,0.0889,termination-nla
claude-3.5-haiku,0.8,42,0.0296,termination-crafted
claude-3.5-haiku,0.8,123,0.0151,loops
claude-3.5-haiku,0.8,999,0.0687,recursive-simple
claude-3.5-haiku,0.8,42,0.0561,loops
claude-3.5-haiku,0.8,999,0.0869,termination-crafted
claude-3.5-haiku,0.8,123,0.2041,recursive
claude-3.5-haiku,0.8,999,0.0267,termination-crafted-lit
claude-3.5-haiku,0.8,999,0.088,recursive
claude-3.5-haiku,0.8,42,0.003,loops-crafted-1
claude-3.5-haiku,0.8,42,0.0912,termination-crafted-lit
claude-3.5-haiku,0.8,999,0.0952,termination-crafted-lit
claude-3.5-haiku,0.8,123,0.1764,loops
claude-3.5-haiku,0.8,42,0.4165,termination-crafted
claude-3.5-haiku,0.8,42,0.2896,recursive
claude-3.5-haiku,0.8,999,0.0921,recursive-simple
claude-3.5-haiku,0.8,123,0.0963,termination-crafted-lit
claude-3.5-haiku,0.8,42,0.1489,recursive-simple
claude-3.5-haiku,0.8,42,0.1165,termination-crafted
claude-3.5-haiku,0.8,42,0.0352,termination-crafted-lit
claude-3.5-haiku,0.8,42,0.0814,loops
claude-3.5-haiku,0.8,123,0.1293,termination-crafted-lit
claude-3.5-haiku,0.8,999,0.0996,termination-crafted
claude-3.5-haiku,0.8,42,0.1154,recursive-simple
claude-3.5-haiku,0.8,123,0.0574,termination-crafted
claude-3.5-haiku,0.8,123,0.2167,termination-restricted-15
claude-3.5-haiku,0.8,999,0.1827,recursive-simple
claude-3.5-haiku,0.8,999,0.0958,loops-crafted-1
claude-3.5-haiku,0.8,123,0.051,recursive-simple
claude-3.5-haiku,0.8,999,0.1187,termination-crafted
claude-3.5-haiku,0.8,42,0.2169,termination-restricted-15
claude-3.5-haiku,0.8,123,0.1933,termination-crafted
claude-3.5-haiku,0.8,999,0.2205,termination-restricted-15
claude-3.5-haiku,0.8,42,0.1139,loop-acceleration
claude-3.5-haiku,0.8,42,0.4874,termination-numeric
claude-3.5-haiku,0.8,42,0.0257,termination-crafted
claude-3.5-haiku,0.8,123,0.2005,recursive
claude-3.5-haiku,0.8,999,0.0809,loops
claude-3.5-haiku,0.8,123,0.171,termination-restricted-15
claude-3.5-haiku,0.8,42,0.1088,loops-crafted-1
claude-3.5-haiku,0.8,123,0.09,loops-crafted-1
claude-3.5-haiku,0.8,123,0.1045,termination-crafted
claude-3.5-haiku,0.8,123,0.5328,termination-numeric
claude-3.5-haiku,0.8,42,0.2035,termination-restricted-15
claude-3.5-haiku,0.8,42,0.1188,termination-crafted
claude-3.5-haiku,0.8,42,0.2835,recursive
claude-3.5-haiku,0.8,999,0.3006,termination-numeric
claude-3.5-haiku,0.8,999,0.0957,termination-bwb
claude-3.5-haiku,0.8,42,0.0822,termination-bwb
claude-3.5-haiku,0.8,42,0.0912,loops
claude-3.5-haiku,0.8,123,0.1895,termination-crafted-lit
claude-3.5-haiku,0.8,999,0.305,termination-crafted
claude-3.5-haiku,0.8,123,0.1437,array-fpi
claude-3.5-haiku,0.8,999,0.2979,termination-crafted
claude-3.5-haiku,0.8,999,0.11,termination-restricted-15
claude-3.5-haiku,0.8,999,0.0855,array-fpi
claude-3.5-haiku,0.8,123,0.251,loops
claude-3.5-haiku,0.8,42,0.1234,array-fpi
claude-3.5-haiku,0.8,999,0.2784,recursive
claude-3.5-haiku,0.8,42,0.0777,termination-crafted-lit
claude-3.5-haiku,0.8,123,0.0795,termination-crafted
claude-3.5-haiku,0.8,123,0.1878,loop-acceleration
claude-3.5-haiku,0.8,42,0.1303,array-fpi
claude-3.5-haiku,0.8,42,0.0,loop-invgen
claude-3.5-haiku,0.8,123,0.1179,termination-crafted
claude-3.5-haiku,0.8,42,0.4126,termination-crafted
claude-3.5-haiku,0.8,999,0.1763,loops
claude-3.5-haiku,0.8,999,0.0985,termination-crafted-lit
claude-3.5-haiku,0.8,42,0.0001,bitvector
claude-3.5-haiku,0.8,123,0.3871,termination-crafted
claude-3.5-haiku,0.8,123,0.0444,termination-bwb
claude-3.5-haiku,0.8,123,0.0,bitvector
claude-3.5-haiku,0.8,42,0.282,termination-crafted-lit
claude-3.5-haiku,0.8,42,0.1972,loop-acceleration
claude-3.5-haiku,0.8,999,0.1912,array-fpi
claude-3.5-haiku,0.8,999,0.252,termination-crafted
claude-3.5-haiku,0.8,123,0.2187,array-fpi
claude-3.5-haiku,0.8,42,0.3052,array-memsafety
claude-3.5-haiku,0.8,999,0.1424,loop-acceleration
claude-3.5-haiku,0.8,999,0.0,loop-invgen
claude-3.5-haiku,0.8,123,0.0503,termination-crafted
claude-3.5-haiku,0.8,999,0.0001,bitvector
claude-3.5-haiku,0.8,123,0.2083,array-memsafety
claude-3.5-haiku,0.8,123,0.1207,termination-crafted
claude-3.5-haiku,0.8,123,0.231,termination-crafted-lit
claude-3.5-haiku,0.8,999,0.0357,termination-crafted
claude-3.5-haiku,0.8,999,0.0399,termination-crafted
claude-3.5-haiku,0.8,999,0.0,loop-industry-pattern
claude-3.5-haiku,0.8,999,0.1992,termination-crafted-lit
claude-3.5-haiku,0.8,42,0.0424,termination-crafted
claude-3.5-haiku,0.8,42,0.0,loop-industry-pattern
claude-3.5-haiku,0.8,123,0.0,loop-invgen
claude-3.5-haiku,0.8,123,0.0598,termination-nla
claude-3.5-haiku,0.8,999,0.2335,termination-crafted
claude-3.5-haiku,0.8,42,0.0544,termination-nla
claude-3.5-haiku,0.8,999,0.0829,loops
claude-3.5-haiku,0.8,123,0.0019,loop-industry-pattern
claude-3.5-haiku,0.8,999,0.0831,termination-nla
claude-3.5-haiku,0.8,123,0.1554,bitvector
claude-3.5-haiku,0.8,42,0.1784,termination-crafted
claude-3.5-haiku,0.8,999,0.1206,array-memsafety
claude-3.5-haiku,0.8,999,0.1077,recursive-simple
claude-3.5-haiku,0.8,42,0.1436,termination-crafted
claude-3.5-haiku,0.8,42,0.0272,termination-nla
claude-3.5-haiku,0.8,999,0.1336,bitvector
claude-3.5-haiku,0.8,42,0.1264,loops
claude-3.5-haiku,0.8,123,0.033,termination-restricted-15
claude-3.5-haiku,0.8,123,0.103,recursive-simple
claude-3.5-haiku,0.8,123,0.2073,termination-restricted-15
claude-3.5-haiku,0.8,999,0.1722,termination-restricted-15
claude-3.5-haiku,0.8,999,0.2086,termination-restricted-15
claude-3.5-haiku,0.8,123,0.2564,termination-restricted-15
claude-3.5-haiku,0.8,42,0.0828,bitvector
claude-3.5-haiku,0.8,123,0.0834,termination-bwb
claude-3.5-haiku,0.8,42,0.1859,termination-bwb
claude-3.5-haiku,0.8,123,0.1798,array-fpi
claude-3.5-haiku,0.8,42,0.0995,array-fpi
claude-3.5-haiku,0.8,123,0.0458,termination-nla
claude-3.5-haiku,0.8,123,0.1077,loops
claude-3.5-haiku,0.8,42,0.1014,termination-restricted-15
claude-3.5-haiku,0.8,999,0.1276,termination-bwb
claude-3.5-haiku,0.8,999,0.0409,termination-nla
claude-3.5-haiku,0.8,999,0.1358,loop-acceleration
claude-3.5-haiku,0.8,42,0.1133,termination-restricted-15
claude-3.5-haiku,0.8,123,0.2046,loops-crafted-1
claude-3.5-haiku,0.8,42,0.146,recursive-simple
claude-3.5-haiku,0.8,42,0.2577,loops-crafted-1
claude-3.5-haiku,0.8,42,0.2153,loop-acceleration
claude-3.5-haiku,0.8,42,0.1318,termination-restricted-15
claude-3.5-haiku,0.8,999,0.0856,termination-restricted-15
claude-3.5-haiku,0.8,999,0.0967,loops-crafted-1
claude-3.5-haiku,0.8,123,0.0952,loop-acceleration
claude-3.5-haiku,0.8,999,0.1858,array-fpi
deepseek-r1-14b,0.2,999,0.0,termination-crafted
deepseek-r1-14b,0.2,123,0.1072,recursive-simple
deepseek-r1-14b,0.2,999,0.0003,recursive-simple
deepseek-r1-14b,0.2,123,0.0,termination-crafted
deepseek-r1-14b,0.2,123,0.0,termination-numeric
deepseek-r1-14b,0.2,999,0.0081,termination-numeric
deepseek-r1-14b,0.2,123,0.2717,recursive-simple
deepseek-r1-14b,0.2,123,0.0,termination-nla
deepseek-r1-14b,0.2,42,0.0,termination-crafted
deepseek-r1-14b,0.2,999,0.0,loops-crafted-1
deepseek-r1-14b,0.2,42,0.0851,recursive-simple
deepseek-r1-14b,0.2,42,0.0258,recursive-simple
deepseek-r1-14b,0.2,999,0.1494,recursive-simple
deepseek-r1-14b,0.2,42,0.0643,recursive-simple
deepseek-r1-14b,0.2,123,0.0789,recursive-simple
deepseek-r1-14b,0.2,123,0.1249,loop-acceleration
deepseek-r1-14b,0.2,999,0.0,loops
deepseek-r1-14b,0.2,123,0.0,termination-crafted-lit
deepseek-r1-14b,0.2,999,0.0199,termination-crafted-lit
deepseek-r1-14b,0.2,42,0.0,termination-crafted-lit
deepseek-r1-14b,0.2,123,0.1154,termination-crafted-lit
deepseek-r1-14b,0.2,999,0.0,termination-crafted-lit
deepseek-r1-14b,0.2,123,0.0326,termination-crafted
deepseek-r1-14b,0.2,123,0.0714,loops-crafted-1
deepseek-r1-14b,0.2,999,0.0016,termination-crafted
deepseek-r1-14b,0.2,42,0.0,recursive
deepseek-r1-14b,0.2,999,0.1239,loop-acceleration
deepseek-r1-14b,0.2,123,0.0217,loops
deepseek-r1-14b,0.2,42,0.0,termination-nla
deepseek-r1-14b,0.2,42,0.0463,loops-crafted-1
deepseek-r1-14b,0.2,42,0.1537,termination-numeric
deepseek-r1-14b,0.2,123,0.0002,termination-crafted
deepseek-r1-14b,0.2,42,0.0,loops
